,Day Ct,Day Num,Set Ct,Trial Ct,Set Trial Ct,Speculum Type,Spec Ang,Spec Ht,Size,Brand,Material,Material Type,Method,Opening Height,Trial Num,mmHg,Filename,Used,Notes,url,Label ID,wd,ht,wd_start,ht_start,wd_rel,ht_rel
53,1,57,8,13,1,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.2,6,200,20220423_152437.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F85a4c704-edbb-5b5e-fc0b-e69564cbd2e6-20220423_152437.jpg?Expires=1662175964335&KeyName=labelbox-assets-key-3&Signature=SuHp3iRhslozBKV_OUQZFPUyUzw,cl2clp94x4wnr0zbxfnwuhj3s,3.0,237.0,1007.0,2266.0,0.9871794871794872,0.24038461538461542
54,1,60,6,16,2,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.7,1,0,20220423_153138.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe37bfec7-9137-6fb3-da94-a64d71a430a3-20220423_153138.jpg?Expires=1662175964335&KeyName=labelbox-assets-key-3&Signature=uRHjb-EGsCjgMLUn5k8T6BUTy2M,cl2clpvas60xa0zam3ufmf86n,344.0,150.0,863.0,2334.0,0.0,0.0
55,1,61,6,16,2,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.7,2,40,20220423_153149.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fcc57f4db-1277-8027-04fa-33710a4b7359-20220423_153149.jpg?Expires=1662175964335&KeyName=labelbox-assets-key-3&Signature=jHs7DsA9QpMRZDnqSR9iqiWAepk,cl2clqf1u68gc0zccecbu003w,188.0,205.0,944.0,2263.0,0.4534883720930233,-0.3666666666666667
56,1,62,6,16,2,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.7,3,80,20220423_153153.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe650325e-3243-4bf8-e9fa-417b820c61b2-20220423_153153.jpg?Expires=1662175964336&KeyName=labelbox-assets-key-3&Signature=XLqbTIsi0PBFblFzhQXPdRXe-bA,cl2clrfwm62q30zagawj57p3j,126.0,178.0,978.0,2261.0,0.6337209302325582,-0.18666666666666676
57,1,63,6,16,2,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.7,4,120,20220423_153207.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F7cdc8d5b-220f-d43f-f0dc-eca37f797186-20220423_153207.jpg?Expires=1662175964336&KeyName=labelbox-assets-key-3&Signature=1htFtLS-cQwPBXGJA95p4cM_xH4,cl2cls8py4wrl0zbx3q4l0xn9,40.0,182.0,1040.0,2261.0,0.8837209302325582,-0.21333333333333337
58,1,64,6,16,2,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.7,5,160,20220423_153212.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F95141d3e-00e4-25c3-f126-3172f8556628-20220423_153212.jpg?Expires=1662175964336&KeyName=labelbox-assets-key-3&Signature=vqVtgGeF2zaHdTug07eQNWT6MkU,cl2clst4u62rj0zagbpyk2ao1,20.0,163.0,1047.0,2262.0,0.9418604651162791,-0.08666666666666667
59,1,65,6,16,2,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.7,6,200,20220423_153218.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fc9ea9218-f273-f64c-e48e-7c232924bfbb-20220423_153218.jpg?Expires=1662175964336&KeyName=labelbox-assets-key-3&Signature=34oTJW1-YZe_piZPgOOHpp_3t3s,cl2cltfha610y0zam07zf0cap,5.0,149.0,1053.0,2258.0,0.9854651162790697,0.00666666666666671
60,1,66,7,17,2,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.0,1,0,20220423_153412.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fee19e792-230e-9fa3-aea3-53cc7b7440fc-20220423_153412.jpg?Expires=1662175964338&KeyName=labelbox-assets-key-3&Signature=AFB8S_NYv2CYFrJaDlV1AbQY5tU,cl2clu4na4wsp0zbxe42nf406,274.0,245.0,922.0,2260.0,0.0,0.0
61,1,67,7,17,2,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.0,2,40,20220423_153417.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe2dc12b6-a818-bdbc-3345-c1a832d82501-20220423_153417.jpg?Expires=1662175964338&KeyName=labelbox-assets-key-3&Signature=3OxlS1QGfJfKT9jb9elIZ2POm54,cl2clv3rk62tm0zag2c0gagx1,208.0,224.0,961.0,2262.0,0.24087591240875916,0.08571428571428574
62,1,68,7,17,2,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.0,3,80,20220423_153422.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Faa366c17-a88c-68a2-d906-7a4ac5ecf48e-20220423_153422.jpg?Expires=1662175964338&KeyName=labelbox-assets-key-3&Signature=2LWdPbZxRo4xj99FI0-7-OFNNu4,cl2clw57060qf0zdfe6j06br0,155.0,196.0,989.0,2261.0,0.43430656934306566,0.19999999999999996
63,1,69,7,17,2,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.0,4,120,20220423_153426.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F4f5f8c1d-e4f3-09c3-3cd0-fa3d727f7844-20220423_153426.jpg?Expires=1662175964338&KeyName=labelbox-assets-key-3&Signature=ZnD0PErK-4ZY9J_3z_J07PZbtn4,cl2clwkkf68kr0zccb409dv22,122.0,172.0,1004.0,2262.0,0.5547445255474452,0.2979591836734694
64,1,70,7,17,2,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.0,5,160,20220423_153430.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fb6cfe46d-de77-779d-4b98-831688d659e0-20220423_153430.jpg?Expires=1662175964338&KeyName=labelbox-assets-key-3&Signature=hGaTMOapGWniwn9g4neNrGLhMxA,cl2clwwqw60ag0zahb9ft1455,96.0,151.0,1014.0,2259.0,0.6496350364963503,0.38367346938775515
65,1,71,7,17,2,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.0,6,200,20220423_153434.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fc0e82d54-f5a6-bb86-a5d1-62be5305e8ff-20220423_153434.jpg?Expires=1662175964338&KeyName=labelbox-assets-key-3&Signature=0eo7jETiqMipi67qxmd_31a66tQ,cl2clxx6y4wvy0zbxeyeb0u37,76.0,131.0,1026.0,2255.0,0.7226277372262774,0.4653061224489796
66,1,72,8,18,2,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.1,1,0,20220423_153847.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F28ba6856-100a-a7ec-8d42-7ab9fab866de-20220423_153847.jpg?Expires=1662175964338&KeyName=labelbox-assets-key-3&Signature=3Agbvzjxxgfdzrq9XBzpfAxDAxc,cl2cly87u4ww80zbxbbpu0iet,154.0,317.0,952.0,2268.0,0.0,0.0
67,1,73,8,18,2,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.1,2,40,20220423_153857.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F2c7ae321-3577-3a52-1a79-0a76d3ebb634-20220423_153857.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=tAsUf7HVKDXZa-EplnQYlHkchas,cl2clyom04wwi0zbx95n98l2b,65.0,306.0,1002.0,2266.0,0.577922077922078,0.034700315457413256
68,1,74,8,18,2,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.1,3,80,20220423_153901.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F7931b8d5-4b95-c779-012d-556c4b79b59e-20220423_153901.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=WA9lzVG90OvDLMLgRIuwSoC93M0,cl2clzkil62w90zag1a990iku,28.0,281.0,1027.0,2261.0,0.8181818181818181,0.11356466876971605
69,1,75,8,18,2,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.1,4,120,20220423_153904.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe490c403-2cf5-b877-9eb9-3d86b93f341e-20220423_153904.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=9HnPCwB5ujZJDC0DX9IDVcTQ60w,cl2clzy8p68ns0zcchenx4hb1,6.0,257.0,1036.0,2268.0,0.961038961038961,0.18927444794952686
70,1,76,8,18,2,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.1,5,160,20220423_153908.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F312f3fb5-1dae-d390-5249-f92c94324d5f-20220423_153908.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=DAzYjD5YE1TKuMvLCxDZ7jF6LEM,cl2cm0apr68nv0zccb29le6cq,1.0,239.0,1042.0,2271.0,0.9935064935064936,0.24605678233438488
71,1,77,8,18,2,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.1,6,200,20220423_153912.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F6cc661d0-9307-830a-73f6-e41286bedad1-20220423_153912.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=LFs1UfQFD03iUFI9bjbFikQqbh4,cl2cm0rj84wxt0zbx34h56i8q,0.0,224.0,1041.0,2268.0,1.0,0.2933753943217665
72,1,78,6,19,3,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.75,1,0,20220423_154155.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F89f00865-e062-0979-c9b8-304e9afa6f44-20220423_154155.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=zBwBGqYA8hSbDMoXrvGhUvp743g,cl2cm1shv60fz0zah7e8t60rq,280.0,240.0,861.0,2272.0,0.0,0.0
73,1,79,6,19,3,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.75,2,40,20220423_154200.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F61ad6a27-04ff-36a6-40a5-d16b497cf95a-20220423_154200.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=mr23nH4vyQ6YcePcKGmS58ZO5zk,cl2cm2geb4wz20zbx65sl11sv,233.0,233.0,889.0,2265.0,0.16785714285714282,0.029166666666666674
74,1,80,6,19,3,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.75,3,80,20220423_154203.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F2d901a53-3e32-4f43-9883-6ee3f7d365b5-20220423_154203.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=to7YKBGiH4KQx7JqGNvaH6HalB0,cl2cm32x9656y10cdgjdnhswr,175.0,202.0,923.0,2268.0,0.375,0.15833333333333333
75,1,81,6,19,3,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.75,4,120,20220423_154207.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fcc7637f2-5ea1-8a38-d9db-923a30ec7c04-20220423_154207.jpg?Expires=1662175964339&KeyName=labelbox-assets-key-3&Signature=YuhEUdbkBb1w0gFGH0JZxV8E-6I,cl2cm3h0g5yyv0zca6wlzc9l1,134.0,177.0,942.0,2269.0,0.5214285714285714,0.26249999999999996
76,1,82,6,19,3,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.75,5,160,20220423_154211.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fc1e89069-9600-b53d-d2db-295a32032806-20220423_154211.jpg?Expires=1662175964340&KeyName=labelbox-assets-key-3&Signature=QTXdhjGjabf81Ykqha-s2LqwZyI,cl2cm3r6n5yyz0zcabt6tbytp,108.0,159.0,954.0,2264.0,0.6142857142857143,0.3375
77,1,83,6,19,3,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,2.75,6,200,20220423_154215.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F636283aa-e771-bf5d-96d7-7fefd7819db8-20220423_154215.jpg?Expires=1662175964340&KeyName=labelbox-assets-key-3&Signature=hn-oBZdZm9jFgObyoMklmFg43ec,cl2cm471s61a10zamdjb67lh0,85.0,139.0,962.0,2268.0,0.6964285714285714,0.4208333333333333
78,1,84,7,20,3,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.2,1,0,20220423_154440.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fa3d818c9-6efd-45cf-ff0f-df96c64cf96a-20220423_154440.jpg?Expires=1662175964340&KeyName=labelbox-assets-key-3&Signature=lTyeonUM5QvuXHbJ01St1IcZYNE,cl2cm4mwm658j10cdbscggdyu,270.0,246.0,851.0,2261.0,0.0,0.0
79,1,85,7,20,3,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.2,2,40,20220423_154448.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F7ec688fb-4d4d-fb09-345a-f4f36496686f-20220423_154448.jpg?Expires=1662175964340&KeyName=labelbox-assets-key-3&Signature=ZrbX_k4XCAZc6NNzEoGRB8uyFcU,cl2cm53d260jg0zahhpel4jw4,226.0,222.0,865.0,2264.0,0.16296296296296298,0.09756097560975607
80,1,86,7,20,3,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.2,3,80,20220423_154453.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fd3890844-112f-5deb-eb90-ff9b97bfde0f-20220423_154453.jpg?Expires=1662175964340&KeyName=labelbox-assets-key-3&Signature=zobQmkaPc-xi7S9QyzJYirmAQkI,cl2cm5fff659i10cd9wwq3575,171.0,195.0,895.0,2267.0,0.3666666666666667,0.20731707317073167
81,1,87,7,20,3,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.2,4,120,20220423_154458.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fdfdeace5-7576-d32d-ea65-e7a35011a7f7-20220423_154458.jpg?Expires=1662175964340&KeyName=labelbox-assets-key-3&Signature=2WtkZPCWHdhsvVBHdh4ypb2XP9U,cl2cm62925z0i0zcah60l8j7m,134.0,170.0,914.0,2266.0,0.5037037037037038,0.3089430894308943
82,1,88,7,20,3,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.2,5,160,20220423_154502.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F9ca691fb-ea2a-c104-2e5f-358c84756821-20220423_154502.jpg?Expires=1662175964340&KeyName=labelbox-assets-key-3&Signature=gIFEjZ8u6xThlk6ITKhemn7FrjU,cl2cm6iip5z0q0zcage1j7fd6,106.0,147.0,930.0,2264.0,0.6074074074074074,0.4024390243902439
83,1,89,7,20,3,White,5,0,L,STRONG-Black,Nitrile,Glove,Middle,3.2,6,200,20220423_154506.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F02d33f25-2815-f1b8-fedb-4225b25abcb2-20220423_154506.jpg?Expires=1662175964340&KeyName=labelbox-assets-key-3&Signature=2YXQcCtIha0crr2r9tLMdiSgDcA,cl2cm6y0v68u10zccduhc0bo3,89.0,129.0,939.0,2265.0,0.6703703703703704,0.47560975609756095
84,1,90,8,21,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.0,1,0,20220423_154928.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Ffea45414-48ff-0c23-28fe-060d41ee8690-20220423_154928.jpg?Expires=1662175964341&KeyName=labelbox-assets-key-3&Signature=c1BQoGbHxuMsObihOZ07FHunVys,cl2cm7esj5z1m0zcaaj1aeul1,262.0,280.0,863.0,2274.0,0.0,0.0
85,1,91,8,21,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.0,2,40,20220423_154934.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fddb55817-0d75-d292-701c-58982422a039-20220423_154934.jpg?Expires=1662175964341&KeyName=labelbox-assets-key-3&Signature=E75Qq9HZXCgHBFljcCQPpGGWchE,cl2cm8ckq60y10zdfhpbb4q7o,146.0,280.0,930.0,2264.0,0.4427480916030534,0.0
86,1,92,8,21,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.0,3,80,20220423_154939.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fb3ec4677-6aeb-ef91-c4c9-921598f6890e-20220423_154939.jpg?Expires=1662175964341&KeyName=labelbox-assets-key-3&Signature=zI-6p8fwzPaedf8QlbOMx_MSrn4,cl2cm8u654x390zbx7a818yqq,82.0,251.0,961.0,2264.0,0.6870229007633588,0.10357142857142854
87,1,93,8,21,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.0,4,120,20220423_154944.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F7df3fe6e-57ee-138e-04a1-90d4564c234e-20220423_154944.jpg?Expires=1662175964341&KeyName=labelbox-assets-key-3&Signature=Z3pAAuPQMBPw_uJnPwlxyc3Lv4w,cl2cm998q61di0zamh6jlg1ci,52.0,229.0,978.0,2266.0,0.8015267175572519,0.18214285714285716
88,1,94,8,21,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.0,5,160,20220423_154948.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F84d4559a-8252-16ad-c794-183bc5f77698-20220423_154948.jpg?Expires=1662175964341&KeyName=labelbox-assets-key-3&Signature=OgaEii0d3trWxwJfaawwtG2rQDA,cl2cmb2de5z3g0zcafm0xgu2a,28.0,213.0,993.0,2265.0,0.8931297709923665,0.23928571428571432
89,1,95,8,21,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Two,5.0,6,200,20220423_154953.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F8291a879-1db1-1d45-bf8c-a8c430829020-20220423_154953.jpg?Expires=1662175964341&KeyName=labelbox-assets-key-3&Signature=Lt-UZKYHndS4uuOVE37LU0B8UIA,cl2cmbsoz68y60zccg92z1fs6,11.0,199.0,1001.0,2263.0,0.9580152671755725,0.28928571428571426
90,1,96,11,22,1,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,3.7,1,0,20220423_161115.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fcd03645d-f7fe-8254-adfa-3c81a720d532-20220423_161115.jpg?Expires=1662175964341&KeyName=labelbox-assets-key-3&Signature=bajvAJR1DJ_kjSr_ibRqdGSmigo,cl2huohps01lf10a3c47468g0,250.0,242.0,1213.0,2265.0,0.0,0.0
91,1,97,11,22,1,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,3.7,2,40,20220423_161124.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F2035e2c8-04c5-a1a0-d94f-11b545e055e0-20220423_161124.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=zawhYAnDqqbj57JlDswB3hYMF18,cl2huqa7t01ui0z8g69nw204n,88.0,324.0,1263.0,2157.0,0.648,-0.33884297520661155
92,1,98,11,22,1,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,3.7,3,80,20220423_161129.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Ff0579b01-f358-2264-3da0-1b5ac1d67089-20220423_161129.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=xxte5DuI3GVpgypww1m31H7pB9k,cl2hurco4020r0z8gfh3y5lvd,52.0,294.0,1284.0,2158.0,0.792,-0.2148760330578512
93,1,99,11,22,1,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,3.7,4,120,20220423_161133.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F20a4b0b7-7e38-b1a6-cd15-703564cf8653-20220423_161133.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=LQ1mF_C7yDvHQl1zoTS-AY9CObs,cl2hus046023f10a33jf062sq,25.0,270.0,1319.0,2163.0,0.9,-0.11570247933884303
94,1,100,11,22,1,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,3.7,5,160,20220423_161139.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe89237bb-58bc-a684-b75d-196f46b589ec-20220423_161139.jpg?Expires=1662175964341&KeyName=labelbox-assets-key-3&Signature=MzdDKY2eldNpjq6emqInszt7pyY,cl2huohik01q4108tchjeez7l,8.0,337.0,1332.0,2166.0,0.968,-0.3925619834710743
95,1,101,11,22,1,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,3.7,6,200,20220423_161143.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fdc49532a-b326-c0b6-fd95-033959febddc-20220423_161143.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=kjEUNfUO4Z7OccLTB7dBXcZYtfE,cl2husuu1024r0zarf7ya72du,2.0,184.0,927.0,1686.0,0.992,0.23966942148760328
96,1,102,12,23,1,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,3.6,1,0,20220423_161757.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F55de0283-3fdd-71d6-6db8-9c407e4b0c3d-20220423_161757.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=W8avT2fUvYaJRKVrw6LgGQu4tzw,cl2hutejb02k10z9idi8ccese,247.0,270.0,768.0,1567.0,0.0,0.0
97,1,103,12,23,1,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,3.6,2,40,20220423_161802.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F0cb49a98-92b2-ccc1-496c-785e8a11eb9b-20220423_161802.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=wz5ZFeRQOIO4GzSun49QTRtVjsY,cl2huvhqu02kq0z8gdlymfrye,99.0,366.0,834.0,1508.0,0.5991902834008097,-0.3555555555555556
98,1,104,12,23,1,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,3.6,3,80,20220423_161807.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fa136ee84-72c7-9266-7c5d-6c06c40537c9-20220423_161807.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=lS-ReV_RlWTCyJRW8T-AHXE3OxU,cl2huwgi100oh107h4ju39gzt,43.0,335.0,873.0,1542.0,0.8259109311740891,-0.2407407407407407
99,1,105,12,23,1,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,3.6,4,120,20220423_161811.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Ff2f314b5-8412-d970-7ded-2d2acb12fa22-20220423_161811.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=zHpPRHWGwlPXelNyyvaZ3KG1bL4,cl2huww0900qo107hd3w0e7wx,21.0,314.0,886.0,1562.0,0.9149797570850202,-0.16296296296296298
100,1,106,12,23,1,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,3.6,5,160,20220423_161816.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F8dc7e370-45e3-f28a-6ffd-9fd68bfb41a3-20220423_161816.jpg?Expires=1662175964342&KeyName=labelbox-assets-key-3&Signature=PfGsc-M7Vi__1zMRo2JcCCgsbTs,cl2hux8h602to0z8gbpwe98yh,7.0,291.0,894.0,1579.0,0.97165991902834,-0.07777777777777772
101,1,107,12,23,1,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,3.6,6,200,20220423_161824.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F5233fb35-3ed3-6e40-e67b-f8f441393f76-20220423_161824.jpg?Expires=1662175964343&KeyName=labelbox-assets-key-3&Signature=bJBlidprTrHvQ3ybdM82MSAzO0k,cl2huxpl703700z9i11vfcu08,1.0,274.0,902.0,1597.0,0.9959514170040485,-0.014814814814814836
102,1,108,13,24,1,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,3.55,1,0,20220423_162703.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F62e7dd66-7196-e0a7-0e86-fe7d4fbf70d8-20220423_162703.jpg?Expires=1662175964343&KeyName=labelbox-assets-key-3&Signature=AeYkixAtoirw_6nCvps-TK3CLTo,cl2huydwp03140z8g8gnb1l47,258.0,321.0,768.0,1538.0,0.0,0.0
103,1,109,13,24,1,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,3.55,2,40,20220423_162710.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F2899fbf1-8f11-60d8-60ce-773a333cd3d2-20220423_162710.jpg?Expires=1662175964343&KeyName=labelbox-assets-key-3&Signature=CH5Airh340YFC52uohfrc_NgXag,cl2huyzco037910a3ezcb1oar,109.0,311.0,848.0,1558.0,0.5775193798449613,0.031152647975077885
104,1,110,13,24,1,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,3.55,3,80,20220423_162715.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F1cfde0ed-701c-e374-0e8b-5951814b14b9-20220423_162715.jpg?Expires=1662175964343&KeyName=labelbox-assets-key-3&Signature=RQYbfZJaK2JPnTM1t5L1dDYHIEw,cl2huzpxm01au107h1d3gdmbu,33.0,288.0,868.0,1587.0,0.872093023255814,0.10280373831775702
105,1,111,13,24,1,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,3.55,4,120,20220423_162720.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe86f3f2d-1553-ac5e-d765-5939f9394d6b-20220423_162720.jpg?Expires=1662175964343&KeyName=labelbox-assets-key-3&Signature=leQvlacZaGYV2SsTjzF4GBOHbbc,cl2hv003b03mo108tgh1qgi6g,6.0,261.0,847.0,1616.0,0.9767441860465116,0.1869158878504673
106,1,112,13,24,1,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,3.55,5,160,20220423_162726.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fbfd89923-93ba-6c5d-e9d6-f5c6f7d86c90-20220423_162726.jpg?Expires=1662175964343&KeyName=labelbox-assets-key-3&Signature=krxwPZUEUyzMkH1IXQVf26UdclQ,cl2hv0iwh03kx0z8gf2rn8qh2,3.0,235.0,818.0,1644.0,0.9883720930232558,0.2679127725856698
107,1,113,13,24,1,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,3.55,6,200,20220423_162734.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F06e58323-3ba3-2f2c-f194-957417e51db9-20220423_162734.jpg?Expires=1662175964343&KeyName=labelbox-assets-key-3&Signature=LOMNK19HoJ6mcsbHKhZEevII4Ag,cl2hv1alu03ot10a3h9s95y27,3.0,210.0,820.0,1671.0,0.9883720930232558,0.3457943925233645
